total_income,loan_amount,term,interest_rate,own_car,own_house,nr_children,income_type,education_type,family_status,housing_type,region_population_ratio,days_birth,days_employed,days_registration,mobile_number,phone_number,email,days_phone_change,occupation_type,family_count,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7
315000.0,1113840.0,48,2.861165410450943,Y,Y,0,Commercial associate,Secondary / secondary special,Married,Apartment,0.072508,-22655,-7469,-9421.0,1,0,0,-1114.0,High skill tech staff,2.0,,0.7645472646060419,0.3217352821966848,0,0,0,0
225000.0,1216201.5,24,3.1623997936303567,Y,N,0,Working,Higher education,Married,With parents,0.018801,-19032,-1866,-3779.0,1,1,0,-2462.0,Accountants,2.0,,0.5638598987124477,0.1852020815902493,0,1,0,0
180000.0,512064.0,42,2.9135884127956215,N,Y,0,Working,Secondary / secondary special,Married,Apartment,0.031329,-10323,-1601,-3082.0,1,0,0,-220.0,Sales staff,2.0,,0.134702435642365,0.1963339662134567,0,1,0,0
135000.0,103500.0,24,3.3580720118231993,N,N,1,Working,Higher education,Separated,With parents,0.028663,-11312,-1324,-1320.0,1,0,0,-1208.0,,2.0,0.5865839849054765,0.6111119358947399,0.4884551844437485,0,1,0,0
225000.0,675000.0,36,2.9671020435067113,N,Y,0,Working,Secondary / secondary special,Married,House,0.026392,-12072,-628,-6176.0,1,1,0,-871.0,Laborers,2.0,,0.6907715114676781,0.3589512285783967,0,1,0,0
166500.0,81666.0,12,3.0234629749898683,N,Y,1,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.006629,-12348,-5270,-6438.0,1,0,0,-382.0,Managers,2.0,0.1070991839808423,0.4415018794319007,,0,1,0,0
189000.0,432000.0,36,3.4626305445057826,N,N,2,Working,Secondary / secondary special,Married,House,0.031329,-10092,-210,-713.0,1,0,0,-459.0,Sales staff,4.0,,0.3000417892376634,,0,1,0,0
58500.0,80865.0,18,3.516172561663434,N,Y,1,Working,Secondary / secondary special,Separated,Apartment,0.008625,-12213,-862,-3055.0,1,0,0,0.0,Laborers,2.0,,0.287915602057773,0.7958031328748403,0,1,0,0
247500.0,500211.0,12,3.3896113966473003,Y,N,0,Commercial associate,Secondary / secondary special,Separated,Apartment,0.0038179999999999,-16415,-1400,-2201.0,1,0,0,-1748.0,,1.0,,0.72630540681065,,0,1,0,0
157500.0,239850.0,12,2.8413846376061866,N,Y,0,Working,Higher education,Civil marriage,Rented studio,0.026392,-11255,-2446,-4730.0,1,1,0,-1665.0,Laborers,2.0,0.2731639581985649,0.5478001324255073,0.3876253444214701,0,1,0,0
153000.0,675000.0,60,2.8613009778648952,N,N,0,State servant,Higher education,Married,With parents,0.006296,-12721,-849,-6858.0,1,0,0,-486.0,Core staff,2.0,,0.3704716725005581,0.1139223962922108,0,1,0,0
135000.0,781920.0,54,3.806806669828028,Y,N,1,Commercial associate,Higher education,Married,Apartment,0.0031219999999999,-11289,-827,-2830.0,1,0,0,-1096.0,Sales staff,3.0,0.186320076980734,0.5738244731040463,0.2735646775174348,0,1,0,0
112500.0,1288350.0,12,2.899306564560061,N,N,0,Working,Secondary / secondary special,Married,Apartment,0.025164,-19343,-8671,-8309.0,1,0,0,-1818.0,Cooking staff,2.0,0.8528575376246755,0.4552442478619772,0.4830501881366946,0,1,0,0
202500.0,1288350.0,24,3.1889839155116,Y,Y,1,State servant,Higher education,Married,Rented studio,0.030755,-13230,-949,-776.0,1,1,0,0.0,Managers,3.0,,0.3694114967897349,0.1183643263674006,0,0,0,0
171000.0,1534500.0,12,1.714204280132661,Y,N,0,Commercial associate,Secondary / secondary special,Married,House,0.020713,-13813,-1760,-1648.0,1,0,0,-947.0,Managers,2.0,0.2408815803907103,0.0042078701504401,,0,0,0,0
180000.0,1643755.5,36,3.7077277405978912,N,Y,0,Working,Secondary / secondary special,Married,Rented room,0.020713,-15830,-3634,-5563.0,1,0,0,-1271.0,,2.0,,0.0394039743392329,,0,1,0,0
135000.0,521280.0,12,4.335030978786323,N,Y,0,Commercial associate,Secondary / secondary special,Married,With parents,0.016612,-11920,-457,-2282.0,1,0,0,-348.0,Accountants,2.0,0.5244290226938829,0.5873275388758828,,0,1,0,0
315000.0,341280.0,12,3.638461460559019,Y,Y,1,Working,Secondary / secondary special,Married,House,0.0084739999999999,-17543,-2851,-9744.0,1,1,0,-2068.0,Drivers,3.0,,0.4569964535674079,0.0839170036575357,0,1,0,0
99000.0,103500.0,30,3.792889819570484,N,Y,0,Commercial associate,Secondary / secondary special,Married,House,0.028663,-10039,-1846,-5135.0,1,0,0,-37.0,Sales staff,2.0,,0.4811391135100592,0.3774042489507649,0,1,0,0
157500.0,755190.0,54,3.4170618473601615,N,Y,2,Working,Secondary / secondary special,Married,Apartment,0.009175,-14258,-2775,-5472.0,1,0,0,-2003.0,,4.0,,0.6735496252124289,0.1183643263674006,0,1,0,0
90000.0,219870.0,36,4.002457752093567,N,Y,0,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.020713,-8737,-1143,-3573.0,1,0,0,-633.0,Sales staff,2.0,0.1793918617024277,0.0574125859717377,,0,1,0,0
76500.0,604152.0,12,3.2134305147192763,N,Y,1,Working,Secondary / secondary special,Married,Apartment,0.01885,-9976,-708,-6053.0,1,0,0,-215.0,Core staff,3.0,,0.4480900886604141,0.5298898341969072,0,1,0,0
47700.0,106974.0,42,4.41208465208519,N,Y,0,Pensioner,Secondary / secondary special,Widow,House,0.010556,-24204,365243,-1088.0,1,0,0,-473.0,,1.0,,0.5940525367717542,0.7032033049040319,0,0,0,0
315000.0,1467612.0,60,3.5624078312104452,N,N,0,Working,Higher education,Civil marriage,Rented room,0.035792,-15968,-1406,-6625.0,1,0,0,-600.0,Accountants,2.0,0.7528843017335158,0.6712905522212448,0.3893387918468769,0,1,0,0
135000.0,156384.0,12,3.3313492955313277,Y,Y,1,Working,Secondary / secondary special,Married,With parents,0.035792,-11314,-1083,-4627.0,1,0,0,-1050.0,Laborers,3.0,0.4860731426236801,0.6280005488836524,0.475849908720221,0,1,0,0
315000.0,2013840.0,48,3.0781713885739164,N,N,0,State servant,Secondary / secondary special,Married,Rented room,0.02461,-22076,-9460,-8160.0,1,0,0,0.0,Laborers,2.0,0.8513637571270564,0.60013911887132,0.4830501881366946,0,1,0,0
225000.0,314055.0,36,3.870076652341958,N,Y,0,Working,Higher education,Married,Rented room,0.016612,-17884,-2844,-10307.0,1,0,0,0.0,Core staff,2.0,,0.5213644289717307,0.7713615919194317,0,0,0,0
360000.0,540000.0,36,3.744715537822563,N,N,0,Working,Incomplete higher,Single / not married,Rented room,0.072508,-8134,-911,-940.0,1,0,1,-735.0,High skill tech staff,1.0,0.2457115309594321,0.5336869857306185,0.3706496323299817,0,1,0,0
225000.0,743958.0,12,3.676813324132001,N,N,0,Pensioner,Secondary / secondary special,Married,Rented studio,0.020246,-23388,365243,-5791.0,1,0,0,-2103.0,,2.0,,0.6542108793175487,0.7180328113294772,0,1,0,0
112500.0,127350.0,12,3.9800787164856857,N,Y,0,Working,Secondary / secondary special,Civil marriage,Apartment,0.004849,-13215,-311,-350.0,1,0,0,-264.0,Laborers,2.0,,0.1443203482449953,0.6925590674998008,0,1,0,0
99000.0,545040.0,12,3.236868866360399,N,N,0,State servant,Incomplete higher,Single / not married,Municipal apartment,0.020713,-8506,-1106,-1162.0,1,1,1,-144.0,Sales staff,1.0,0.559673250221801,0.4174223945327009,0.3170317785834444,0,1,0,0
67500.0,1078200.0,60,3.419981912976831,N,Y,0,Pensioner,Lower secondary,Married,House,0.020713,-23089,365243,-5959.0,1,0,0,-651.0,,2.0,,0.0850166799221214,0.175605979469379,0,0,0,0
315000.0,1125000.0,48,2.148651725171374,Y,Y,0,Working,Secondary / secondary special,Married,House,0.031329,-15127,-2531,-2983.0,1,1,0,-1048.0,Managers,2.0,,0.2631435910213423,0.5602843280409464,0,0,0,0
85500.0,634482.0,30,2.4633918438208884,N,N,2,Working,Secondary / secondary special,Married,Apartment,0.030755,-11617,-299,-5243.0,1,0,0,-2603.0,Laborers,4.0,0.7057408011411659,0.5055560207596904,0.8435435389318647,0,1,0,0
126000.0,359725.5,42,3.4283994260297384,N,N,0,Working,Higher education,Civil marriage,House,0.004849,-16242,-377,-285.0,1,0,0,-229.0,Laborers,2.0,,0.5378586062596393,0.4276573700350293,0,1,0,0
202500.0,687600.0,36,3.425782333700182,Y,N,0,Working,Higher education,Married,Co-op house,0.018634,-9933,-514,-7169.0,1,0,0,-181.0,,2.0,0.324254691439069,0.073506732451558,0.0608545969659239,0,1,0,0
247500.0,450000.0,48,3.3883928954416818,N,Y,2,Commercial associate,Secondary / secondary special,Married,Rented room,0.005084,-10009,-2522,-1110.0,1,1,0,-195.0,Managers,4.0,,0.6451431813501036,0.2340151665320674,0,1,0,0
292500.0,1258650.0,12,3.3800196084153913,Y,Y,0,Commercial associate,Higher education,Single / not married,Rented room,0.020713,-16930,-8995,-2602.0,1,0,0,-2692.0,High skill tech staff,1.0,,0.542546000748665,0.8128226070575616,0,1,0,0
360000.0,568800.0,18,3.372767506221717,N,N,1,Working,Secondary / secondary special,Separated,Co-op house,0.02461,-12202,-541,-6103.0,1,1,0,-5.0,Managers,2.0,0.4761961341264778,0.5672770371580286,0.3409064264152384,0,1,0,0
67500.0,808650.0,60,3.8253233058836296,N,Y,0,Pensioner,Secondary / secondary special,Separated,Apartment,0.072508,-23708,365243,-9496.0,1,1,0,-1125.0,,1.0,0.8748883194306368,0.7328072075895825,,0,0,0,0
153000.0,292500.0,12,3.4450160596141473,N,N,1,Working,Secondary / secondary special,Single / not married,Rented apartment,0.009175,-17900,-159,-2473.0,1,0,0,-420.0,High skill tech staff,2.0,,0.765651618826884,0.6832688314232291,0,1,0,0
157500.0,1467612.0,60,2.194595051926038,N,N,0,Working,Secondary / secondary special,Married,Municipal apartment,0.006233,-21813,-12059,-9481.0,1,1,0,-1794.0,Cooking staff,2.0,,0.792696364865087,,0,0,0,0
76500.0,284400.0,48,3.1005514307455955,N,N,0,Pensioner,Secondary / secondary special,Separated,Apartment,0.018209,-23677,365243,-350.0,1,1,0,-306.0,,1.0,0.7151773993720177,0.5066711002661888,0.6041125998015721,0,1,0,0
103500.0,270000.0,18,3.730323213393931,N,N,0,Working,Secondary / secondary special,Married,Apartment,0.022625,-12292,-3845,-968.0,1,1,0,-1657.0,Cooking staff,2.0,0.5189015232096311,0.2858978721410488,0.5867400085415683,0,1,0,0
135000.0,295168.5,42,3.068962640048002,N,Y,0,Commercial associate,Higher education,Married,Apartment,0.031329,-17562,-984,-942.0,1,0,0,-522.0,,2.0,,0.4952950253059899,0.2955826421513093,0,1,0,0
135000.0,278712.0,42,2.793767942343885,N,Y,0,Pensioner,Secondary / secondary special,Married,House,0.020713,-20202,365243,-12485.0,1,0,0,0.0,,2.0,,0.5558958877290152,,0,0,0,0
166500.0,1417185.0,60,2.6691419836864267,Y,N,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.011703,-21962,365243,-9339.0,1,0,0,-1493.0,,2.0,,0.1977642522360023,0.2580842039460289,0,0,0,0
360000.0,1971072.0,36,2.170674724186378,Y,Y,0,Commercial associate,Secondary / secondary special,Married,Apartment,0.072508,-16756,-989,-7591.0,1,0,1,0.0,Medicine staff,2.0,0.6088228844920626,0.6829690926635971,0.6894791426446275,0,1,0,0
90000.0,225000.0,12,2.6655729936870696,N,Y,0,Working,Secondary / secondary special,Married,House,0.0196889999999999,-10207,-408,-870.0,1,1,0,-562.0,Core staff,2.0,0.2410658949412853,0.0078705164902693,0.4206109640437848,0,1,0,0
117000.0,450000.0,24,3.526766691147751,Y,N,0,Pensioner,Secondary / secondary special,Married,Apartment,0.035792,-20993,365243,-2028.0,1,0,0,-725.0,,2.0,,0.5855455594055308,0.4294236843421945,0,1,0,0
90000.0,808650.0,60,3.726120153621076,N,N,0,Pensioner,Secondary / secondary special,Married,Apartment,0.003813,-23186,365243,-3813.0,1,0,0,-1489.0,,2.0,,0.3933911118979762,0.7886807751817684,0,0,0,0
180000.0,781920.0,60,4.061224080478924,Y,N,0,Working,Secondary / secondary special,Single / not married,Rented room,0.00496,-11492,-3512,-3369.0,1,1,0,-765.0,Managers,1.0,,0.2398450318543973,0.1974745115685422,0,1,0,0
180000.0,566055.0,18,3.3239342883527,N,Y,0,Working,Secondary / secondary special,Married,Rented room,0.010276,-15661,-6989,-122.0,1,0,0,0.0,Core staff,2.0,,0.6284602082045604,0.2622489709189549,0,1,0,0
144000.0,675000.0,24,3.74002746532584,N,Y,0,Working,Secondary / secondary special,Separated,House,0.018209,-18098,-6732,-4991.0,1,1,0,-1294.0,Sales staff,1.0,,0.1137862162408243,0.2721336844147212,0,1,0,0
121500.0,150948.0,12,3.872171551471652,N,Y,1,State servant,Secondary / secondary special,Married,House,0.009334,-14367,-4311,-131.0,1,0,0,-2703.0,Laborers,3.0,,0.6515396960232094,0.6512602186973006,0,1,0,0
135000.0,599778.0,18,3.325750100270344,N,N,0,Pensioner,Secondary / secondary special,Single / not married,Rented room,0.010032,-22326,365243,-9540.0,1,1,0,0.0,,1.0,,0.1435551072434912,0.4848514754962666,0,0,0,0
157500.0,846000.0,48,4.131358497790754,N,Y,0,Working,Secondary / secondary special,Married,Rented studio,0.030755,-21200,-733,-9886.0,1,0,0,-697.0,,2.0,,0.6142306865388505,0.5280927512030451,0,0,0,0
135000.0,545040.0,48,3.835264018116178,Y,N,1,Working,Higher education,Married,Apartment,0.035792,-9452,-2239,-2311.0,1,1,0,-534.0,Sales staff,3.0,0.3781131131741913,0.5293254175995563,0.4400578303966329,0,1,0,0
225000.0,675000.0,48,4.103146854267981,N,Y,0,State servant,Higher education,Married,Co-op house,0.018209,-16686,-1265,-4347.0,1,1,0,0.0,HR staff,2.0,0.3944630478295307,0.3599275897144949,0.1684161714286957,0,1,0,0
225000.0,247536.0,42,3.073691250742055,N,Y,0,Commercial associate,Secondary / secondary special,Married,Rented studio,0.0196889999999999,-21645,-2993,-8343.0,1,0,0,-1166.0,,2.0,0.8275171180131353,0.6800310075851193,,0,1,0,0
58500.0,808650.0,30,3.841552252043008,N,N,0,State servant,Secondary / secondary special,Single / not married,House,0.00496,-12159,-1922,-5618.0,1,0,0,-1037.0,Medicine staff,1.0,,0.6273055133039771,,0,1,0,0
101250.0,647046.0,42,3.3031544312005128,Y,Y,0,Pensioner,Secondary / secondary special,Married,House,0.0084739999999999,-22215,365243,-7133.0,1,0,0,-239.0,,2.0,,0.6421086347475442,,0,1,0,0
180000.0,521280.0,30,3.676867156020661,Y,Y,0,Working,Higher education,Married,Apartment,0.008625,-14639,-1486,-1525.0,1,0,0,-1298.0,Laborers,2.0,0.2793352943867355,0.6226312058283003,0.656158373001177,0,1,0,0
315000.0,2156400.0,42,3.1417150760639956,N,Y,2,Commercial associate,Secondary / secondary special,Married,House,0.072508,-14734,-2528,-8784.0,1,0,0,-1570.0,Sales staff,4.0,,0.5110760017677802,0.5726825047161584,0,0,0,0
157500.0,659610.0,12,3.439050817190159,N,Y,0,Commercial associate,Secondary / secondary special,Civil marriage,Rented room,0.035792,-22851,-1591,-12030.0,1,0,0,-1679.0,,2.0,,0.7051387969471914,,0,1,0,0
157500.0,675000.0,60,3.134916949454211,N,Y,1,Pensioner,Secondary / secondary special,Married,Apartment,0.030755,-21559,365243,-6761.0,1,0,0,0.0,,3.0,,0.6413544914794577,0.6894791426446275,0,1,0,0
135000.0,551079.0,12,3.7267680681346436,Y,Y,0,Working,Secondary / secondary special,Married,Municipal apartment,0.020246,-16386,-3209,-8835.0,1,1,0,0.0,Laborers,2.0,,0.321515879857167,0.7610263695502636,0,1,0,0
225000.0,376920.0,42,3.8398422441879108,Y,N,2,Commercial associate,Secondary / secondary special,Civil marriage,With parents,0.0072739999999999,-12724,-2314,-6465.0,1,1,1,-1647.0,Sales staff,4.0,0.1581212249897364,0.5850466262840944,,0,1,0,0
144000.0,870984.0,60,3.3893232803978903,N,Y,1,Working,Secondary / secondary special,Civil marriage,Apartment,0.025164,-17765,-1387,-4059.0,1,0,0,-1279.0,Sales staff,3.0,,0.2811714112206977,0.5046813193144684,0,1,0,0
90000.0,245268.0,42,3.9161607765760875,N,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.005084,-17582,365243,-8392.0,1,0,0,0.0,,2.0,,0.2230621740121744,,0,0,0,0
99000.0,364896.0,18,3.804345332572723,Y,N,1,Working,Higher education,Married,House,0.008625,-12976,-157,-113.0,1,0,0,-30.0,Managers,3.0,0.3189992577727657,0.3180672654326188,0.6626377922738201,0,1,0,0
337500.0,1078200.0,30,2.6106214071141327,Y,Y,1,Working,Secondary / secondary special,Separated,Rented room,0.02461,-15928,-2051,-1078.0,1,1,0,-1604.0,High skill tech staff,2.0,0.5596209679286331,0.6575669882034132,0.7047064232963289,0,1,0,0
81000.0,755190.0,12,4.707322219293385,N,Y,0,Commercial associate,Secondary / secondary special,Married,Rented room,0.010643,-19988,-2454,-1184.0,1,1,0,0.0,Security staff,2.0,,0.5757218154317708,0.3280631605201915,0,1,0,0
157500.0,706500.0,60,3.631321784502778,N,Y,0,Pensioner,Secondary / secondary special,Married,House,0.035792,-23574,365243,-3873.0,1,0,0,-520.0,,2.0,,0.359580051754968,0.1547436312725944,0,1,0,0
157500.0,297130.5,24,3.614540712468097,N,Y,1,Commercial associate,Higher education,Married,Apartment,0.018801,-9888,-1178,-2976.0,1,0,1,0.0,Accountants,3.0,0.1657130213352918,0.1503105553038879,0.4276573700350293,0,0,0,0
112500.0,343800.0,48,3.2630606700657228,Y,N,0,Working,Secondary / secondary special,Married,Apartment,0.008625,-12036,-4397,-629.0,1,0,0,-260.0,Laborers,2.0,0.21244026707322,0.3552809047371169,0.2940831009471255,0,1,0,0
157500.0,1092190.5,60,3.3694770768819495,Y,Y,0,Working,Secondary / secondary special,Married,Rented apartment,0.025164,-17933,-4810,-5836.0,1,0,0,-1901.0,Drivers,2.0,0.6905538024499793,0.5814481518240048,0.1704461230452281,0,1,0,0
153000.0,450000.0,36,4.057375448887182,N,Y,0,Commercial associate,Secondary / secondary special,Married,Rented studio,0.026392,-10662,-1799,-2202.0,1,1,0,-1490.0,,2.0,0.2369085617195556,0.4025437510482945,,0,1,0,0
450000.0,354276.0,36,2.8595478121673725,N,Y,0,Working,Secondary / secondary special,Single / not married,Apartment,0.010032,-15398,-499,-7790.0,1,0,0,-291.0,Core staff,1.0,,0.4566600329761417,0.0861616623809292,0,1,0,0
112500.0,573408.0,48,3.791572194871386,N,Y,0,Working,Secondary / secondary special,Married,House,0.0096569999999999,-18501,-11614,-217.0,1,0,0,-492.0,Laborers,2.0,,0.5871738265624037,,0,1,0,0
135000.0,724981.5,60,3.880752964856433,Y,N,0,Working,Lower secondary,Married,House,0.004849,-10678,-2790,-10641.0,1,1,0,-787.0,,2.0,,0.4840821975363633,0.6109913280868294,0,1,0,0
76500.0,454500.0,30,4.321033984352637,N,N,0,Working,Secondary / secondary special,Married,Co-op house,0.018209,-10397,-1735,-561.0,1,1,0,-407.0,Sales staff,2.0,0.3357517050287888,0.556419487092624,0.4083588531230431,0,1,0,0
135000.0,979992.0,24,3.1200074375723403,Y,Y,0,Working,Secondary / secondary special,Married,House,0.010643,-23170,-922,-7955.0,1,0,0,-1172.0,Low-skill Laborers,2.0,,0.6569216558015636,0.7700870700124128,0,1,0,0
90000.0,499500.0,12,4.273560725856687,N,Y,3,Working,Secondary / secondary special,Married,Apartment,0.020246,-11635,-1470,-2184.0,1,1,0,-153.0,Core staff,5.0,0.2615165802305436,0.1482941694027961,0.6925590674998008,0,1,0,0
189000.0,792346.5,24,3.1854673618597182,Y,Y,1,Working,Secondary / secondary special,Married,House,0.010147,-16952,-9657,-7319.0,1,1,0,-1296.0,Medicine staff,3.0,,0.5696909829120176,0.6430255641096323,0,1,0,0
112500.0,781920.0,54,2.8919673602319835,N,Y,0,Commercial associate,Secondary / secondary special,Married,Rented room,0.0196889999999999,-18330,-10577,-11170.0,1,0,0,-1763.0,Cleaning staff,2.0,0.9167045851999992,0.3967357984037024,,0,1,0,0
225000.0,942300.0,24,1.545313770861351,Y,Y,0,Working,Secondary / secondary special,Married,Apartment,0.030755,-21035,-3053,-2855.0,1,0,0,-2459.0,Security staff,2.0,,0.6404838443007084,0.3723336657058204,0,1,0,0
180000.0,1374480.0,30,2.3535733419266336,N,N,0,Commercial associate,Higher education,Married,Apartment,0.035792,-12843,-431,-293.0,1,1,0,-344.0,Sales staff,2.0,,0.5966707431434445,0.520897599048938,0,0,0,0
171000.0,1339884.0,54,3.068418219324208,N,N,0,Working,Secondary / secondary special,Married,House,0.010147,-12610,-193,-1304.0,1,1,0,-1590.0,Laborers,2.0,,0.2858978721410488,0.7421816117614419,0,1,0,0
135000.0,450000.0,12,4.287429990596103,N,Y,1,Commercial associate,Higher education,Married,Co-op house,0.014464,-13568,-4198,-5537.0,1,1,0,-722.0,Cooking staff,3.0,0.4629647142384467,0.3011405563178119,0.6986675550534175,0,1,0,0
180000.0,457717.5,30,3.930256660759266,Y,Y,0,Working,Secondary / secondary special,Married,Apartment,0.010006,-16231,-3205,-8995.0,1,1,0,-747.0,Sales staff,2.0,,0.3721817910017969,,0,1,0,0
139500.0,1622691.0,30,3.3730910719024383,Y,Y,0,Working,Secondary / secondary special,Married,House,0.0196889999999999,-11941,-172,-3.0,1,0,0,-828.0,Laborers,2.0,,0.4350846874726135,0.5226973172821112,0,1,0,0
315000.0,592560.0,12,3.8176425157367033,N,Y,0,Working,Secondary / secondary special,Married,House,0.022625,-11422,-1590,-5204.0,1,0,0,-99.0,Laborers,2.0,0.2168238232922212,0.522477531573546,0.3328505641648731,0,1,0,0
202500.0,677664.0,42,4.37686894982675,N,N,0,Pensioner,Secondary / secondary special,Separated,Rented room,0.008019,-22669,365243,-2656.0,1,0,0,-1.0,,1.0,,0.6576408441057692,0.4920600938649263,0,0,0,0
